x,AccuLevel,DetectorLoad,AccuControl,Setpoint,AccuTsat
6300.25,67.407,35.2303,64.1536,,29.73
6303.99,67.2763,35.2481,63.2591,,29.7765
6311.82,66.9852,35.2853,61.4212,,29.8805
6319.67,66.6781,35.3226,58.3062,,29.9912
6327.52,66.3831,35.3598,54.5823,,30.1062
6327.6,66.3802,35.3602,54.5311,,30.1074
6333.79,66.2164,35.3897,51.2682,,30.1997
6349.52,66.1446,35.4643,47.6262,,30.4348
6355.95,66.1573,35.4949,45.8673,,30.5293
6363.67,66.181,35.5315,44.1276,,30.6404
6388.84,66.285,35.6511,40.8045,,30.9788
6410.87,66.3925,35.7557,38.2251,,31.2399
6425.26,66.4679,35.824,37.4267,,31.3921
6428.18,66.4837,35.8379,37.2178,,31.4213
6433.12,66.5106,35.8614,36.7787,,31.4693
6448.64,66.5984,35.9351,34.8199,,31.6117
6453.35,66.6263,35.9575,33.3239,,31.6526
6462.82,66.6848,36.0025,32.2371,,31.732
6475.38,66.7687,36.0752,30.9728,,31.8322
6486.4,66.8497,36.139,29.2454,,31.9158
6497.4,66.9388,36.2027,26.6047,,31.9958
6499.27,66.9547,36.2135,26.3634,,32.0091
6524.16,67.1931,36.3577,24.2799,,32.1778
6550.92,67.5018,36.5127,23.6296,,32.3445
6562.26,67.6478,36.5784,23.8299,,32.4111
6587.15,67.9858,36.7226,24.7065,,32.5497
6588.73,68.0071,36.7317,25.4383,,32.5582
6620.26,68.4033,36.9143,25.6124,,32.7187
6632.83,68.5388,36.9871,25.6456,,32.7783
6641.01,68.6187,37.0345,25.6759,,32.8156
6658.03,68.765,37.1331,25.9,,32.8896
6689.53,68.991,37.3155,26.7223,,33.0145
6705.29,69.0931,37.4068,27.9136,,33.0726
6719.47,69.1833,37.489,29.4386,,33.1237
6739.95,69.3158,37.6076,29.9712,,33.1976
6744.96,69.3493,37.6366,30.1048,,33.2159
6770.26,69.5278,37.7831,31.0473,,33.3116
6771.46,69.5366,37.79,31.0979,,33.3163
6796.7,69.7293,37.9363,32.1128,,33.418
6810.84,69.8426,38.0149,32.4967,,33.4768
6845.75,70.1384,38.2092,32.6948,,33.626
6850.21,70.1778,38.234,32.7158,,33.6453
6886.44,70.5024,38.4355,33.4882,,33.8037
6916.37,70.7474,38.6021,34.7964,,33.9354
6922.92,70.7961,38.6386,34.9861,,33.9642
6958.89,71.0397,38.8387,35.4897,,34.1212
6960.25,71.0484,38.8463,35.5025,,34.1271
7026.61,71.447,39.2155,36.0187,,34.4134
7037.89,71.5119,39.2782,36.0811,,34.4636
7045.54,71.5557,39.3208,36.122,,34.4983
7070.71,71.6994,39.4838,36.3783,,34.6179
7105.36,71.8977,39.7082,37.0658,,34.8064
7115.25,71.955,39.7722,36.7316,,34.8687
7121.11,71.9891,39.8101,36.4684,,34.9082
7155.75,72.1985,40.0345,36.3567,,35.1891
7163.89,72.251,40.0872,36.3771,,35.2678
7196.7,72.5136,40.2997,36.4704,,35.6302
7205.26,72.623,40.3551,36.516,,35.7319
7206.41,72.6398,40.3625,36.5246,,35.7457
7212.48,72.7236,40.4018,36.5853,,35.8179
7214.02,72.7424,40.4119,36.6048,,35.8362

x,ModuleLoad
-6.87,0.0054
43.08,0.3382
93.06,0.6375
143.06,0.9157
193.06,1.1939
243.06,1.4721
293.04,1.7229
343.01,1.9586
393,2.2303
443,2.515
492.96,2.8377
542.92,3.1634
592.88,3.4927
642.8,3.706
692.79,3.9744
742.79,4.2526
792.79,4.5308
842.77,4.8325
872.02,5.3827
871.99,6.5903
875.02,7.8132
896.94,8.6876
946.94,8.9715
996.92,9.2819
1018.42,10.0903
1021.97,11.3139
1025.13,12.537
1028.76,13.762
1032.21,14.9849
1029.39,16.1755
1029.28,17.3811
1037.22,18.607
1040.85,19.8149
1044.63,21.0391
1049,22.267
1066.25,23.1834
1116.24,23.4794
1166.24,23.7731
1216.24,24.0573
1266.24,24.3414
1316.24,24.6255
1366.24,24.9096
1416.24,25.1937
1466.23,25.4778
1516.23,25.762
1566.23,26.0461
1616.23,26.3302
1666.23,26.6143
1716.23,26.8984
1766.23,27.1825
1816.23,27.4667
1866.23,27.7508
1916.23,28.0349
1966.23,28.319
2016.23,28.6031
2066.23,28.8872
2116.23,29.1714
2166.23,29.4555
2216.23,29.7396
2266.23,30.0237
2316.23,30.3078
2366.22,30.5919
2416.22,30.8761
2466.22,31.1602
2516.22,31.4443
2566.22,31.7284
2616.22,32.0125
2666.22,32.2966
2716.22,32.5808
2766.22,32.8649
2816.22,33.149
2866.22,33.4331
2916.22,33.7172
2966.22,34.0013
3016.22,34.2855
3066.22,34.5696
3116.22,34.8537
3166.22,35.1378
3216.22,35.4219
3266.21,35.706
3316.21,35.9902
3366.21,36.2743
3416.21,36.5565
3466.21,36.8312
3516.21,37.1059
3566.21,37.3806
3616.21,37.6553
3666.21,37.93
3716.21,38.2047
3766.21,38.4795
3816.21,38.7542
3866.21,39.0289
3916.21,39.3036
3966.21,39.5783
4016.21,39.853
4066.21,40.1277
4116.21,40.4024
4166.21,40.6771
4216.21,40.9518
4266.21,41.2265
4316.21,41.5013
4366.21,41.776
4416.21,42.0507
4466.21,42.3254
4516.21,42.6004
4566.21,42.876
4616.21,43.1515
4666.21,43.4271
4716.21,43.7026
4766.21,43.9782
4816.21,44.2537
4866.21,44.5293
4916.21,44.8049
4966.21,45.0804
5016.21,45.356
5066.21,45.6315
5116.21,45.9071
5166.21,46.1826
5216.21,46.4582
5266.21,46.7337
5316.21,47.0093
5366.21,47.2849
5416.21,47.5604
5466.21,47.836
5516.21,48.1115
5566.21,48.3871
5616.2,48.6626
5666.2,48.9382
5716.2,49.2137
5766.2,49.4893
5816.2,49.7649
5866.2,50.0404
5916.2,50.316
5966.2,50.593
6016.2,50.8712
6026.51,49.9003
6028.26,48.7033
6028.25,47.495
6027.83,46.2846
6027.11,45.0724
6026.65,43.8618
6026.64,42.6535
6026.63,41.4452
6025.5,40.2311
6024,39.0151
6024.49,37.8102
6026.1,36.6116
6027.7,35.4129
6033.86,34.2502
6064.17,33.8817
6114.15,34.1995
6164.12,34.5174
6214.11,34.8089
6264.11,35.0871
6314.11,35.3653
6364.11,35.6435
6414.11,35.9217
6464.11,36.1999
6514.11,36.4781
6564.11,36.7563
6614.11,37.0345
6664.11,37.3127
6714.11,37.5909
6764.11,37.8691
6814.11,38.1343
6864.09,38.3831
6914.08,38.632
6964.06,38.8808
7014.05,39.1296
7064.01,39.4032
7113.92,39.7532
7163.83,40.1033
